timeStamp,elapsed,Latency,label,responseCode,responseMessage,success,allThreads,bytes
1540577279489,1,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279492,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279493,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279495,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279496,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279498,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279499,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279501,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279502,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279503,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279505,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279506,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279508,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279509,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279511,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279512,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279514,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279515,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279520,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279522,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279523,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279524,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279526,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279527,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279528,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279530,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279531,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279533,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279534,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279536,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279537,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279538,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279540,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279541,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279543,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279544,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279545,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279547,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279548,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279550,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279551,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279553,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279555,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279556,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279558,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
1540577279559,0,0,runTest,,"invalid syntax (NOP_SC3.py, line 80)",false,1,2
